# Time-averaged data for fix fDENS
# TimeStep v_Temp v_Rho v_Volume
300000 601.366 0.728519 60334.8
600000 600.387 0.726316 60527.9
900000 599.115 0.72801 60387.7
1200000 600.236 0.723054 60789.2
1500000 580.548 0.727572 60414.9
1800000 580.711 0.7395 59442.2
2100000 580.052 0.73272 59999.4
2400000 581.044 0.719716 61077
2700000 559.582 0.745206 58982
3000000 560.149 0.727895 60385
3300000 559.466 0.739431 59443.8
3600000 559.963 0.756797 58083.6
3900000 541.051 0.735359 59774.5
4200000 540.147 0.753037 58370.5
4500000 540.795 0.757528 58022
4800000 541.001 0.761231 57739.9
5100000 519.893 0.762821 57621.7
5400000 519.51 0.761525 57718.6
5700000 519.613 0.76582 57400.9
6000000 519.619 0.775386 56686.8
6300000 498.769 0.785086 55986.7
6600000 501.102 0.775358 56688.5
6900000 499.416 0.783214 56120.4
7200000 498.908 0.776324 56618.7
7500000 480.02 0.788733 55728.3
7800000 480.307 0.786717 55872.8
8100000 479.892 0.781028 56279.6
8400000 480.671 0.788608 55737.3
8700000 459.88 0.792945 55433.4
9000000 460.116 0.791009 55566.1
9300000 459.421 0.80334 54717.4
9600000 459.701 0.791965 55498.7
9900000 438.56 0.809608 54289.8
10200000 439.692 0.814448 53968
10500000 440.676 0.814023 53995.5
10800000 439.591 0.815484 53899.3
11100000 419.657 0.828067 53080.5
11400000 420.629 0.822055 53467.4
11700000 418.863 0.833281 52747
12000000 419.571 0.812024 54127.4
12300000 400.007 0.83963 52349.3
12600000 400.148 0.847083 51888.5
12900000 399.307 0.832712 52784.5
13200000 400.38 0.839162 52377.5
13500000 379.953 0.851054 51646.6
13800000 380.572 0.853286 51510.9
14100000 380.194 0.844052 52073.9
14400000 379.516 0.850512 51678.6
14700000 359.846 0.861725 51006.1
15000000 360.855 0.86342 50905.7
15300000 360.151 0.849447 51743
15600000 359.865 0.865863 50762.8
15900000 340.006 0.87409 50284.3
16200000 339.471 0.863503 50902.9
16500000 340.336 0.867061 50692.7
16800000 339.955 0.873728 50304.9
17100000 320.494 0.888143 49487.7
17400000 320.211 0.88589 49613.8
17700000 319.936 0.878786 50016
18000000 319.508 0.880496 49917.6
18300000 300.026 0.886933 49556
18600000 300.111 0.888983 49441.1
18900000 300.018 0.890814 49339.7
19200000 300.53 0.89607 49050.3
19500000 279.969 0.903832 48629.5
19800000 280.721 0.897265 48985.1
20100000 279.172 0.897386 48978.4
20400000 280.142 0.89775 48958.7
20700000 260.004 0.903454 48649.6
21000000 260.192 0.912179 48183.7
21300000 260.189 0.902499 48701.4
21600000 259.456 0.910381 48278.9
21900000 240.218 0.917566 47901
22200000 239.738 0.916288 47967.5
22500000 239.722 0.920851 47729.7
22800000 239.981 0.912933 48144
23100000 219.999 0.921419 47700.6
23400000 219.668 0.923854 47575.2
23700000 219.754 0.923787 47578.2
24000000 220.242 0.921884 47676.5
24300000 199.619 0.928578 47332.9
24600000 199.973 0.928043 47360.4
24900000 199.697 0.931227 47198.4
25200000 200.086 0.931187 47200.2
25500000 179.881 0.937212 46896.5
25800000 180.076 0.937736 46870.4
26100000 179.866 0.937282 46893.3
26400000 180.282 0.936398 46937.3
